UserId,Group,Task,Presentation,NuggetID,UserSummaryNugget
103,1,low,long,103-1-low-04,セイロン諸島で収穫されるシナモンはセイロンシナモンと呼ばれる
103,1,low,long,103-1-low-05,セイロンシナモンは流通量が少ない
103,1,low,long,103-1-low-06,セイロンシナモンは価格が高い
103,1,low,long,103-1-low-07,中国でカシアシナモンが収穫されている
103,1,low,long,103-1-low-08,ベトナムでカシアシナモンが収穫されている
103,1,low,long,103-1-low-09,インドネシアでカシアシナモンが収穫されている
103,1,low,long,103-1-low-10,カシアシナモンはセイロンシナモンに比べ流通量が多い
103,1,low,long,103-1-low-11,カシアシナモンはセイロンシナモンに比べ低価格である
103,1,low,long,103-1-low-12,カシアシナモンはヨーロッパでも多く消費されている
104,1,low,long,104-1-low-01,シナモンの原産地は主にアジア（南アジア）である
104,1,low,long,104-1-low-02,シナモンにはたくさんの種類がある
104,1,low,long,104-1-low-03,商業用の主なシナモンの原産地はスリランカである
104,1,low,long,104-1-low-04,商業用の主なシナモンの原産地はベトナムである
104,1,low,long,104-1-low-05,商業用の主なシナモンの原産地は中国である
104,1,low,long,104-1-low-06,商業用の主なシナモンの原産地はインドである
104,1,low,long,104-1-low-07,シナモンの輸出は主にアジア中心である
104,1,low,long,104-1-low-08,シナモンの輸出上位国はインドネシアである
104,1,low,long,104-1-low-09,シナモンの輸出上位国は中国である
104,1,low,long,104-1-low-10,シナモンの輸出上位国はベトナムである
104,1,low,long,104-1-low-11,シナモンの輸出上位国はスリランカである
104,1,low,long,104-1-low-12,シナモンの輸出上位国はマダガスカルである
104,1,low,long,104-1-low-13,シナモンの輸入上位国はアメリカである
104,1,low,long,104-1-low-14,シナモンの輸入上位国はインドである
104,1,low,long,104-1-low-15,インドはシナモンの生産国としても上位である
104,1,low,long,104-1-low-16,シナモンの輸入上位国はドイツ（ヨーロッパ）である
105,1,low,long,105-1-low-01,シナモンの生産地としてスリランカがあげられる
105,1,low,long,105-1-low-02,スリランカ産のシナモンはセイロンシナモンと呼ばれる
105,1,low,long,105-1-low-03,セイロンシナモンは高級品とされる
105,1,low,long,105-1-low-04,インドネシアで生産されるシナモンはカシアシナモンと呼ばれる
105,1,low,long,105-1-low-05,ベトナムで生産されるシナモンはカシアシナモンと呼ばれる
105,1,low,long,105-1-low-06,ベトナム産のシナモンは強い香りが特徴である
105,1,low,long,105-1-low-07,インドでもシナモンが生産されている
105,1,low,long,105-1-low-08,インド産のシナモンはスパイスとして使われている
105,1,low,long,105-1-low-09,スリランカで生産されるシナモンが世界で流通するシナモンの多くを占めている
105,1,low,long,105-1-low-10,インドネシアで生産されるシナモンが世界で流通するシナモンの多くを占めている
105,1,low,long,105-1-low-11,ベトナムで生産されるシナモンが世界で流通するシナモンの多くを占めている
105,1,low,long,105-1-low-12,インドで生産されるシナモンが世界で流通するシナモンの多くを占めている
106,1,low,long,106-1-low-01,シナモンの原産地はスリランカである
106,1,low,long,106-1-low-02,シナモンの原産地はインド南部である
106,1,low,long,106-1-low-03,シナモンの種類によっては他の国が原産国の場合もある
106,1,low,long,106-1-low-04,セイロンシナモンの原産国は主にスリランカである
106,1,low,long,106-1-low-05,カシアシナモンの主な原産国はインドネシアである
106,1,low,long,106-1-low-06,カシアシナモンの主な原産国はベトナムである
106,1,low,long,106-1-low-07,カシアシナモンの主な原産国は中国である
107,1,low,long,107-1-low-01,シナモンの原産地はインドネシアである
107,1,low,long,107-1-low-02,シナモンの原産地は南インドである
107,1,low,long,107-1-low-03,シナモンはスパイスとして世界中に知られている
107,1,low,long,107-1-low-04,シナモンは古くから取り引きされていた
108,1,low,long,108-1-low-01,シナモンの主な原産地はスリランカである
108,1,low,long,108-1-low-02,シナモンの主な原産地はインドネシアである
108,1,low,long,108-1-low-03,シナモンの主な原産地は中国である
108,1,low,long,108-1-low-04,シナモンの主な原産地はベトナムである
108,1,low,long,108-1-low-05,スリランカで生産されるシナモンはセイロンシナモンである
108,1,low,long,108-1-low-06,セイロンシナモンは繊細で知られている
108,1,low,long,108-1-low-07,セイロンシナモンは高品質で知られている
108,1,low,long,108-1-low-08,インドネシアで生産されるシナモンはカシヤシナモンである
108,1,low,long,108-1-low-09,カシヤシナモンは香りが強い
109,1,low,long,109-1-low-01,シナモンには4種類くらいある
109,1,low,long,109-1-low-02,スリランカがシナモンの原産地である
109,1,low,long,109-1-low-03,アジア方面がシナモンの原産地である
109,1,low,long,109-1-low-04,クマリンという有害物質がある種類のシナモンもある
110,1,low,long,110-1-low-01,主な原産地はスリランカである
110,1,low,long,110-1-low-02,スリランカではセイロンシナモンを生産している
110,1,low,long,110-1-low-03,セイロンシナモンは高品質である
110,1,low,long,110-1-low-04,中国でもシナモンは生産されている
110,1,low,long,110-1-low-05,ベトナムでもシナモンは生産されている
110,1,low,long,110-1-low-06,中国で生産されるシナモンはカリアシナモンと呼ばれている
110,1,low,long,110-1-low-07,ベトナムで生産されるシナモンはカリアシナモンと呼ばれている
111,1,low,long,111-1-low-01,シナモンの原産地はインド南部である
111,1,low,long,111-1-low-02,シナモンの原産地はスリランカである
111,1,low,long,111-1-low-03,シナモンの原産地は中国である
111,1,low,long,111-1-low-04,シナモンには種類がある
111,1,low,long,111-1-low-05,シナモンの種類によっては薬用作用があるとされている
111,1,low,long,111-1-low-06,シナモンの種類によっては体に良い作用があるとされている
112,1,low,long,112-1-low-01,シナモンの原産地は主に南インドである
112,1,low,long,112-1-low-02,シナモンの原産地は主にスリランカである
112,1,low,long,112-1-low-03,中国などでもシナモンが生産されている
112,1,low,long,112-1-low-04,中国などで生産されるシナモンは風味が異なる
112,1,low,long,112-1-low-05,風味の違いによりシナモンは用途に応じて使い分けられる
113,1,low,long,113-1-low-01,シナモンにはカシアシナモンがある
113,1,low,long,113-1-low-02,シナモンにはセイロンシナモンがある
113,1,low,long,113-1-low-03,カシアシナモンは辛みがある
113,1,low,long,113-1-low-04,カシアシナモンは香辛料などに使われる
113,1,low,long,113-1-low-05,カシアシナモンは主に中国で生産されている
113,1,low,long,113-1-low-06,カシアシナモンは主にベトナムで生産されている
113,1,low,long,113-1-low-07,セイロンシナモンは甘い
113,1,low,long,113-1-low-08,セイロンシナモンは高級である
113,1,low,long,113-1-low-09,セイロンシナモンはお菓子などに使われる
113,1,low,long,113-1-low-10,セイロンシナモンは主にスリランカで生産されている
113,1,low,long,113-1-low-11,セイロンシナモンは主にインドで生産されている
114,1,low,long,114-1-low-01,スリランカのシナモンは甘みがある
114,1,low,long,114-1-low-02,インド南部のシナモンは甘みがある
114,1,low,long,114-1-low-03,中国のシナモンは風味が強い
114,1,low,long,114-1-low-04,中国のシナモンは辛さもある
114,1,low,long,114-1-low-05,ベトナムのシナモンは風味が強い
114,1,low,long,114-1-low-06,ベトナムのシナモンは辛さもある
114,1,low,long,114-1-low-07,インドネシアのシナモンは風味が強い
114,1,low,long,114-1-low-08,インドネシアのシナモンは辛さもある
115,1,low,long,115-1-low-01,シナモンの原産地はスリランカである
115,1,low,long,115-1-low-02,シナモンの原産地は南インドである
115,1,low,long,115-1-low-03,シナモンの原産地はインドネシアである
115,1,low,long,115-1-low-04,シナモンの原産地は中国である
115,1,low,long,115-1-low-05,スリランカ産のシナモンはセイロンシナモンという品種である
115,1,low,long,115-1-low-06,セイロンシナモンは香りがよい
115,1,low,long,115-1-low-07,セイロンシナモンは高品質である
116,1,low,long,116-1-low-01,スリランカがシナモンの産地である
116,1,low,long,116-1-low-02,インド南部がシナモンの産地である
116,1,low,long,116-1-low-03,スリランカでとれたシナモンはセイロンシナモンと呼ばれる
117,1,low,long,117-1-low-01,シナモンの生産地はスリランカである
117,1,low,long,117-1-low-02,シナモンの生産地はインド南部である
117,1,low,long,117-1-low-03,シナモンの生産地は東南アジアである
117,1,low,long,117-1-low-04,セイロンシナモンはスリランカが原産地として知られている
118,1,low,long,118-1-low-01,シナモンの原産地はスリランカである
118,1,low,long,118-1-low-02,シナモンの原産地はインド南部である
118,1,low,long,118-1-low-03,シナモンの原産地は東南アジアの一部地域である
119,1,low,long,119-1-low-01,シナモンの原産地は大きく2つの地域に分けられる
119,1,low,long,119-1-low-02,原産地はインドである
119,1,low,long,119-1-low-03,原産地はスリランカである
119,1,low,long,119-1-low-04,原産地はベトナムである
119,1,low,long,119-1-low-05,原産地は東南アジアである
119,1,low,long,119-1-low-06,ヨーロッパで販売されているビスケットに使われているシナモンの原産国を特定することは難しい
119,1,low,long,119-1-low-07,シナモンの原産国が気になる場合はパッケージの裏面を確認することが望ましい
119,1,low,long,119-1-low-08,シナモンの原産国が気になる場合は製造元に確認することが望ましい
3,4,low,long,3-4-low-01,シナモンの原産地は南アジアのスリランカである
3,4,low,long,3-4-low-02,シナモンの種類にはカシアシナモンがある
3,4,low,long,3-4-low-03,シナモンの種類にはセイロンシナモンがある
3,4,low,long,3-4-low-04,シナモンの種類にはインドネシアシナモンがある
3,4,low,long,3-4-low-05,ビスケットに使われているシナモンはカシアシナモンが多い
3,4,low,long,3-4-low-06,カシアシナモンが多く使われる理由は値段が安いからである
5,4,low,long,5-4-low-01,シナモンの原産地はインドである
5,4,low,long,5-4-low-02,シナモンの原産地はスリランカである
5,4,low,long,5-4-low-03,インドネシアでシナモンが栽培されている
5,4,low,long,5-4-low-04,ベトナムでシナモンが栽培されている
5,4,low,long,5-4-low-05,中国南部でシナモンが栽培されている
5,4,low,long,5-4-low-06,マダガスカルでシナモンが栽培されている
5,4,low,long,5-4-low-07,シナモンは熱帯地域で栽培されている
5,4,low,long,5-4-low-08,日本でも一部農家がシナモンを趣味的に栽培している場合がある
5,4,low,long,5-4-low-09,シナモンは食品として使用されている
5,4,low,long,5-4-low-10,シナモンは医薬品などにも使用されている
5,4,low,long,5-4-low-11,シナモンは商業的に重要な作物である
6,4,low,long,6-4-low-01,シナモンの原産地はスリランカである
6,4,low,long,6-4-low-02,シナモンの原産地はインド南部である
6,4,low,long,6-4-low-03,中国でもシナモンが生産されている
6,4,low,long,6-4-low-04,ベトナムでもシナモンが生産されている
6,4,low,long,6-4-low-05,インドネシアでもシナモンが生産されている
6,4,low,long,6-4-low-06,シナモンは熱帯の地域で栽培するのが適している
6,4,low,long,6-4-low-07,シナモンは亜熱帯の地域で栽培するのが適している
6,4,low,long,6-4-low-08,東南アジアが主なシナモンの生産地となっている
10,4,low,long,10-4-low-01,シナモンの原産地はスリランカである
10,4,low,long,10-4-low-02,シナモンの原産地はインド南部である
10,4,low,long,10-4-low-03,カシヤシナモンと呼ばれる種類が存在する
10,4,low,long,10-4-low-04,カシヤシナモンは中国でもとれる
10,4,low,long,10-4-low-05,カシヤシナモンはベトナムでもとれる
10,4,low,long,10-4-low-06,カシヤシナモンはインドネシアでもとれる
14,4,low,long,14-4-low-01,主なシナモンの原産国はスリランカである
14,4,low,long,14-4-low-02,主なシナモンの原産国は中国である
14,4,low,long,14-4-low-03,主なシナモンの原産国は東南アジアの国々である
14,4,low,long,14-4-low-04,シナモンが育つための条件は熱帯のトロピカルな気候である
14,4,low,long,14-4-low-05,シナモンが育つための条件は亜熱帯のトロピカルな気候である
14,4,low,long,14-4-low-06,シナモンが育つための条件は湿度が高いことである
14,4,low,long,14-4-low-07,日本は温帯で四季がある
14,4,low,long,14-4-low-08,日本ではシナモンを育てるのは難しいとされている
14,4,low,long,14-4-low-09,日本はシナモンのほとんどを輸入に頼っている
14,4,low,long,14-4-low-10,日本の主なシナモンの輸入相手国はインドネシアである
14,4,low,long,14-4-low-11,日本の主なシナモンの輸入相手国は中国である
16,4,low,long,16-4-low-01,シナモンの原産地はスリランカである
16,4,low,long,16-4-low-02,スリランカ産のシナモンはセイロンシナモンと呼ばれている
18,4,low,long,18-4-low-01,原産国はスリランカである
18,4,low,long,18-4-low-02,原産国は中国である
18,4,low,long,18-4-low-03,現在ではインドネシアも原産国になっている
18,4,low,long,18-4-low-04,現在ではベトナムも原産国になっている
18,4,low,long,18-4-low-05,シナモンは多様な料理に使われる
18,4,low,long,18-4-low-06,シナモンは胃腸を助ける作用がある
18,4,low,long,18-4-low-07,シナモンには抗酸化作用がある
18,4,low,long,18-4-low-08,シナモンで稀にアレルギー反応が出ることがある
26,4,low,long,26-4-low-01,スリランカが主な産地である
26,4,low,long,26-4-low-02,南インドが主な産地である
26,4,low,long,26-4-low-03,インドネシアが主な産地である
26,4,low,long,26-4-low-04,ベトナムが主な産地である
26,4,low,long,26-4-low-05,中国が主な産地である
27,4,low,long,27-4-low-01,シナモンの原産地はスリランカである
27,4,low,long,27-4-low-02,スリランカの気候はシナモンを育てるのに適している
27,4,low,long,27-4-low-03,シナモンはスリランカの経済的な支えになっている
27,4,low,long,27-4-low-04,シナモンの味は甘い
27,4,low,long,27-4-low-05,シナモンの味はスパイシーである
27,4,low,long,27-4-low-06,シナモンは色んな料理に使われている
27,4,low,long,27-4-low-07,シナモンはスリランカの文化の一部になっている
28,4,low,long,28-4-low-01,シナモンの産地は南アジアとされている
28,4,low,long,28-4-low-02,シナモンの産地にはスリランカがある
28,4,low,long,28-4-low-03,シナモンの産地にはインド南部がある
28,4,low,long,28-4-low-04,シナモンの産地にはミャンマーがある
29,4,low,long,29-4-low-01,シナモンの主な原産地はスリランカである
29,4,low,long,29-4-low-02,シナモンの主な原産地はミャンマーである
31,4,low,long,31-4-low-01,シナモンは高温多湿な環境で良く育つ
31,4,low,long,31-4-low-02,シナモンの原産地としてはスリランカが一番である
31,4,low,long,31-4-low-03,中国などでもシナモンは栽培されている
31,4,low,long,31-4-low-04,シナモンの品質が上位なのはスリランカである
31,4,low,long,31-4-low-05,日本ではシナモンは商業的には栽培されていない
31,4,low,long,31-4-low-06,日本で使われているシナモンは海外から輸入されている
38,4,low,long,38-4-low-01,シナモンの原産地は主にスリランカである
38,4,low,long,38-4-low-02,スリランカ産のシナモンはセイロンシナモンと呼ばれる
38,4,low,long,38-4-low-03,インドネシアにはインドネシアカシアというシナモンがある
38,4,low,long,38-4-low-04,ベトナムにはサイゴンシナモンがある
38,4,low,long,38-4-low-05,中国にはカシアシナモンがある
38,4,low,long,38-4-low-06,市場で多く流通しているのはカシアシナモンである
42,4,low,long,42-4-low-01,シナモンの原産地は東南アジアである
42,4,low,long,42-4-low-02,シナモンは昔から広く料理の調味料として利用されてきた
42,4,low,long,42-4-low-03,シナモンはクッキーにも使用されている
42,4,low,long,42-4-low-04,シナモンはお菓子にも使用されている
42,4,low,long,42-4-low-05,シナモンは独特の風味を活かして多くの人に親しまれている
48,4,low,long,48-4-low-01,シナモンの原産地はスリランカである
48,4,low,long,48-4-low-02,シナモンの原産地はインド南部である
48,4,low,long,48-4-low-03,シナモンの原産地はバングラディッシュである
48,4,low,long,48-4-low-04,シナモンの原産地はその他アジア各地である
48,4,low,long,48-4-low-05,シナモンは細かく粉砕して加工されている
48,4,low,long,48-4-low-06,シナモンはパウダー状にして加工されている
48,4,low,long,48-4-low-07,シナモンは日本に輸出されている
48,4,low,long,48-4-low-08,シナモンは世界各国に輸出されている
48,4,low,long,48-4-low-09,スリランカはシナモンの代表的な原産地である
48,4,low,long,48-4-low-10,スリランカではシナモンがカレーに使われている
48,4,low,long,48-4-low-11,スリランカではシナモンが炊き込みご飯に使われている
48,4,low,long,48-4-low-12,スリランカではシナモンがシーフード料理に使われている
48,4,low,long,48-4-low-13,スリランカではシナモンがデザートに使われている
48,4,low,long,48-4-low-14,スリランカではシナモンがドリンクに使われている
48,4,low,long,48-4-low-15,スリランカではシナモンは欠かせないスパイスとなっている
54,4,low,long,54-4-low-01,シナモンの原産地は主にスリランカである
54,4,low,long,54-4-low-02,スリランカでは古くからシナモンが栽培されている
54,4,low,long,54-4-low-03,スリランカのシナモンは本物のシナモンと言われている
54,4,low,long,54-4-low-04,現在はインドネシアでもシナモンが栽培されている
54,4,low,long,54-4-low-05,現在は中国でもシナモンが栽培されている
54,4,low,long,54-4-low-06,現在はベトナムでもシナモンが栽培されている
55,4,low,long,55-4-low-01,ヨーロッパで消費されるシナモンはスリランカから輸入されている
55,4,low,long,55-4-low-02,ヨーロッパで消費されるシナモンはインドネシアから輸入されている
55,4,low,long,55-4-low-03,ヨーロッパで消費されるシナモンはベトナムから輸入されている
55,4,low,long,55-4-low-04,ヨーロッパで消費されるシナモンは中国から輸入されている
55,4,low,long,55-4-low-05,ヨーロッパでシナモンを生産するには気候が適していない
55,4,low,long,55-4-low-06,シナモンは熱帯地域でないと育てることが難しい
56,4,low,long,56-4-low-01,シナモンの原産地はスリランカである
56,4,low,long,56-4-low-02,シナモンの原産地はインドである
56,4,low,long,56-4-low-03,シナモンの原産地はインドネシアである
56,4,low,long,56-4-low-04,シナモンの原産地はベトナムである
56,4,low,long,56-4-low-05,シナモンの原産地はマレーシアである
58,4,low,long,58-4-low-01,シナモンは熱帯地域で栽培されることが多い植物である
58,4,low,long,58-4-low-02,シナモンはスリランカで栽培されている
58,4,low,long,58-4-low-03,シナモンはインドネシアで栽培されている
58,4,low,long,58-4-low-04,シナモンは中国で栽培されている
58,4,low,long,58-4-low-05,シナモンはベトナムで栽培されている
58,4,low,long,58-4-low-06,シナモンはインドで栽培されている
58,4,low,long,58-4-low-07,スリランカはシナモンの生産量が多い
58,4,low,long,58-4-low-08,日本に輸入されるシナモンはスリランカ産が多い
58,4,low,long,58-4-low-09,日本に輸入されるシナモンはインドネシア産が多い
58,4,low,long,58-4-low-10,日本に輸入されるシナモンは中国産が多い
58,4,low,long,58-4-low-11,日本に輸入されるシナモンはベトナム産が多い
58,4,low,long,58-4-low-12,日本に輸入されるシナモンはインド産が多い
58,4,low,long,58-4-low-13,スリランカはシナモンの世界的なシェア率が高い
58,4,low,long,58-4-low-14,インドネシアはシナモンの世界的なシェア率が高い
58,4,low,long,58-4-low-15,中国はシナモンの世界的なシェア率が高い
58,4,low,long,58-4-low-16,ベトナムはシナモンの世界的なシェア率が高い
58,4,low,long,58-4-low-17,インドはシナモンの世界的なシェア率が高い
58,4,low,long,58-4-low-18,シナモンを栽培するのに適した環境は熱帯気候である
58,4,low,long,58-4-low-19,シナモンを栽培するのに適した環境は高温多湿である
58,4,low,long,58-4-low-20,シナモンを栽培するのに適した環境は降水量が多いことである
58,4,low,long,58-4-low-21,シナモンを栽培するのに適した環境は水はけが良い土壌である
58,4,low,long,58-4-low-22,シナモンを栽培するのに適した環境は風通しがよい場所である
58,4,low,long,58-4-low-23,シナモンを栽培するのに適した環境は半日陰になる場所である
60,4,low,long,60-4-low-01,シナモンの原産地は南アジアである
60,4,low,long,60-4-low-02,シナモンの原産地は東南アジアである
60,4,low,long,60-4-low-03,シナモンは大別してセイロンシナモンがある
60,4,low,long,60-4-low-04,シナモンは大別してカシヤシナモンがある
60,4,low,long,60-4-low-05,セイロンシナモンは主にインドで産出される
60,4,low,long,60-4-low-06,セイロンシナモンは主にミャンマーで産出される
60,4,low,long,60-4-low-07,カシヤシナモンは中国南部で産出される
60,4,low,long,60-4-low-08,カシヤシナモンはベトナムで産出される
60,4,low,long,60-4-low-09,セイロンシナモンとカシヤシナモンは味や風味に違いがある
60,4,low,long,60-4-low-10,カシヤシナモンの方がよく使われている
60,4,low,long,60-4-low-11,日本で口にするシナモンの多くはカシヤシナモンである
62,4,low,long,62-4-low-01,シナモンの原産地としてスリランカが挙げられる
62,4,low,long,62-4-low-02,シナモンの原産地としてインドネシアが挙げられる
62,4,low,long,62-4-low-03,シナモンの原産地としてベトナムが挙げられる
62,4,low,long,62-4-low-04,シナモンの原産地として中国が挙げられる
67,4,low,long,67-4-low-01,シナモンの原産地として有名なのはスリランカである
67,4,low,long,67-4-low-02,シナモンの原産地として有名なのはインドネシアである
67,4,low,long,67-4-low-03,インドネシアのカシアシナモンは一般的に安い価格である
67,4,low,long,67-4-low-04,インドネシアのカシアシナモンは香りが強い
67,4,low,long,67-4-low-05,インドネシアのカシアシナモンがよく使われている
67,4,low,long,67-4-low-06,輸入したビスケットに使われているシナモンの産地を特定するにはメーカーが包装容器等に記載している内容を確認する必要がある
67,4,low,long,67-4-low-07,シナモンは熱帯気候平均20～30度ぐらいの気候での栽培が適している
67,4,low,long,67-4-low-08,シナモンは水はけがよい所での栽培が適している
67,4,low,long,67-4-low-09,シナモンは日当たりのよい所での栽培が適している
67,4,low,long,67-4-low-10,シナモンは山岳地帯での栽培が適している
67,4,low,long,67-4-low-11,シナモンはタイでも栽培されている
67,4,low,long,67-4-low-12,シナモンは中国でも栽培されている
71,4,low,long,71-4-low-01,シナモンの主な生産地はスリランカである
71,4,low,long,71-4-low-02,シナモンの主な生産地はインド南部である
71,4,low,long,71-4-low-03,スリランカではセイロンシナモンがつくられている
71,4,low,long,71-4-low-04,中国でもシナモンが生産されている
71,4,low,long,71-4-low-05,インドネシアでもシナモンが生産されている
71,4,low,long,71-4-low-06,中国ではセイロンシナモンよりも安価なシナモンがつくられている
72,4,low,long,72-4-low-01,シナモンにはスリランカ産のセイロンシナモンがある
72,4,low,long,72-4-low-02,シナモンには中国で作られるカシアシナモンがある
72,4,low,long,72-4-low-03,シナモンにはベトナムで作られるカシアシナモンがある
72,4,low,long,72-4-low-04,シナモンにはインドネシアで作られるカシアシナモンがある
72,4,low,long,72-4-low-05,セイロンシナモンは高品質なシナモンである
72,4,low,long,72-4-low-06,セイロンシナモンは量が少ない
72,4,low,long,72-4-low-07,セイロンシナモンは高価である
72,4,low,long,72-4-low-08,多く出回っているのは菓子屋シナモンである
72,4,low,long,72-4-low-09,カシアシナモンは比較的安価である
72,4,low,long,72-4-low-10,カシアシナモンは料理に広く使われている
72,4,low,long,72-4-low-11,カシアシナモンはお菓子に広く使われている
72,4,low,long,72-4-low-12,日本ではインドネシア産のシナモンが多い
73,4,low,long,73-4-low-01,シナモンは主に南アジアから東南アジアにかけて分布している
73,4,low,long,73-4-low-02,セイロンシナモンはミャンマーで産出される
73,4,low,long,73-4-low-03,セイロンシナモンはセイロンで産出される
73,4,low,long,73-4-low-04,セイロンシナモンはスリランカで産出される
73,4,low,long,73-4-low-05,カシアは中国で産出される
73,4,low,long,73-4-low-06,カシアはベトナムで産出される
73,4,low,long,73-4-low-07,カシアはインドネシアで産出される
73,4,low,long,73-4-low-08,セイロンシナモンは高品質である
73,4,low,long,73-4-low-09,セイロンシナモンは高級シナモンである
73,4,low,long,73-4-low-10,カシアはセイロンシナモンとは別種である
73,4,low,long,73-4-low-11,カシアは風味が強い
73,4,low,long,73-4-low-12,カシアは価格が比較的安価である
73,4,low,long,73-4-low-13,シナモンは古代から香辛料として世界中に広がった
81,4,low,long,81-4-low-01,シナモンの原産地はインドである
81,4,low,long,81-4-low-02,シナモンの原産地はスリランカである
81,4,low,long,81-4-low-03,シナモンの原産地は東南アジアである
81,4,low,long,81-4-low-04,スリランカのシナモンはセイロンシナモンと呼ばれる
81,4,low,long,81-4-low-05,セイロンシナモンは高品質のシナモンとして有名である
81,4,low,long,81-4-low-06,シナモンの生産量が多い国はスリランカである
81,4,low,long,81-4-low-07,シナモンの生産量が多い国はインドネシアである
81,4,low,long,81-4-low-08,シナモンの生産量が多い国は中国である
81,4,low,long,81-4-low-09,シナモンの生産量が多い国はインドである
81,4,low,long,81-4-low-10,シナモンはエジプトをはじめ中東の国々で多く消費されている
81,4,low,long,81-4-low-11,シナモンはアメリカでも消費されている
81,4,low,long,81-4-low-12,シナモンはヨーロッパでも消費されている
81,4,low,long,81-4-low-13,日本にはシナモンの仲間のニッキがある
81,4,low,long,81-4-low-14,ニッキはシナモンと似た香りを持つ
81,4,low,long,81-4-low-15,ニッキはシナモンと同じようには利用されていない
85,4,low,long,85-4-low-01,シナモンの原産地はスリランカである
85,4,low,long,85-4-low-02,シナモンの原産地は中国である
85,4,low,long,85-4-low-03,お菓子に使用されるのは西洋シナモンである
86,4,low,long,86-4-low-01,シナモンの主な原産地はスリランカである
86,4,low,long,86-4-low-02,スリランカは最も有名なシナモンの原産地である
86,4,low,long,86-4-low-03,インド南部はシナモンの原産地の一つである
86,4,low,long,86-4-low-04,東南アジアの一部はシナモンの原産地である
86,4,low,long,86-4-low-05,スリランカで育てられているのはセイロンシナモンである
86,4,low,long,86-4-low-06,インド南部で育てられているのはセイロンシナモンである
86,4,low,long,86-4-low-07,東南アジアの一部で育てられているのはセイロンシナモンである
86,4,low,long,86-4-low-08,ヨーロッパのスパイシークッキーに使われているシナモンはカシヤシナモンである確率が高い
86,4,low,long,86-4-low-09,カシヤシナモンは中国などアジアで採れる
86,4,low,long,86-4-low-10,カシヤシナモンはインドネシアなどアジアで採れる
86,4,low,long,86-4-low-11,カシヤシナモンはベトナムなどアジアで採れる
86,4,low,long,86-4-low-12,カシヤシナモンは強い風味を持つ
86,4,low,long,86-4-low-13,カシヤシナモンはコストが低い
86,4,low,long,86-4-low-14,カシヤシナモンはヨーロッパでよく使われている
87,4,low,long,87-4-low-01,セイロンシナモンはシナモンで有名である
87,4,low,long,87-4-low-02,セイロンシナモンの主な原産地はスリランカである
87,4,low,long,87-4-low-03,カシアシナモンも有名である
87,4,low,long,87-4-low-04,カシアシナモンの原産地はインドネシアである
87,4,low,long,87-4-low-05,カシアシナモンの原産地は中国である
90,4,low,long,90-4-low-01,シナモンには原産国によっていろいろな種類がある
90,4,low,long,90-4-low-02,セイロンシナモンとカシアシナモンが主流である
90,4,low,long,90-4-low-03,カシアシナモンは大量生産ができる
90,4,low,long,90-4-low-04,カシアシナモンのほうが価格が安い
90,4,low,long,90-4-low-05,セイロンシナモンとカシアシナモンは香りがそれぞれ違う
90,4,low,long,90-4-low-06,セイロンシナモンとカシアシナモンは味がそれぞれ違う
90,4,low,long,90-4-low-07,使うレシピによってシナモンの種類が選択される
90,4,low,long,90-4-low-08,高級料理だからといって必ずしも高級シナモンが使われるわけではない
90,4,low,long,90-4-low-09,カシアシナモンにはクマリン含有量が多い
90,4,low,long,90-4-low-10,クマリンの摂取量には注意が必要である
91,4,low,long,91-4-low-01,シナモンの原産地は主に東アジアである
91,4,low,long,91-4-low-02,シナモンの原産地は主に東南アジアである
91,4,low,long,91-4-low-03,シナモンの主な原産国はスリランカである
91,4,low,long,91-4-low-04,シナモンの主な原産国はベトナムである
91,4,low,long,91-4-low-05,シナモンの主な原産国はインドネシアである
91,4,low,long,91-4-low-06,シナモンの主な原産国は中国である
94,4,low,long,94-4-low-01,シナモンの原産地は主にスリランカである
94,4,low,long,94-4-low-02,シナモンの原産地はインド南部である
94,4,low,long,94-4-low-03,セイロンシナモンは高品質である
94,4,low,long,94-4-low-04,カシアシナモンは中国が原産である
94,4,low,long,94-4-low-05,カシアシナモンはベトナムが原産である
94,4,low,long,94-4-low-06,カシアシナモンはインドネシアが原産である
94,4,low,long,94-4-low-07,カシアシナモンは主に香辛料に使用されている
94,4,low,long,94-4-low-08,カシアシナモンは主に薬用に使用されている
94,4,low,long,94-4-low-09,シナモンの起源はとても古い
94,4,low,long,94-4-low-10,紀元前のエジプトですでにシナモンが利用されていた
94,4,low,long,94-4-low-11,シナモンはミイラなどの腐敗を防ぐために利用されていた
95,4,low,long,95-4-low-01,輸入されるシナモンにはスリランカシナモンがある
95,4,low,long,95-4-low-02,輸入されるシナモンにはカシアシナモンがある
95,4,low,long,95-4-low-03,スリランカシナモンはスリランカを原産とする
95,4,low,long,95-4-low-04,スリランカシナモンは南アジアでも採れる
95,4,low,long,95-4-low-05,スリランカシナモンは東南アジアでも採れる
95,4,low,long,95-4-low-06,カシアシナモンはインドが原産である
96,4,low,long,96-4-low-01,シナモンの原産地は南アジアである
96,4,low,long,96-4-low-02,シナモンの原産地は東南アジアである
96,4,low,long,96-4-low-03,スリランカはシナモンの原産地として特に有名である
96,4,low,long,96-4-low-04,インド南部はシナモンの原産地である
96,4,low,long,96-4-low-05,インドネシアはシナモンの原産地である
97,4,low,long,97-4-low-01,シナモンの原産地はスリランカである
